Date,Country,Competition,HomeTeam,AwayTeam,FT_HomeScore,FT_AwayScore,HT_HomeScore,HT_AwayScore,FT_HomeOdds,FT_DrawOdds,FT_AwayOdds,1H_HomeOdds,1H_DrawOdds,1H_AwayOdds,2H_HomeOdds,2H_DrawOdds,2H_AwayOdds,OU05_Over,OU05_Under,OU15_Over,OU15_Under,OU25_Over,OU25_Under,OU35_Over,OU35_Under,OU45_Over,OU45_Under,BTTS_Yes,BTTS_No,BTTS_1H_Yes,BTTS_1H_No,BTTS_2H_Yes,BTTS_2H_No,DNB_Home,DNB_Away,DC_1X,DC_12,DC_2X,URL
02/12/2023,Italy,Serie A,Monza,Juventus,1,2,0,1,4.2,3.3,1.95,4.75,2.05,2.63,4.0,2.3,2.3,1.08,9.0,2.74,1.56,2.31,1.74,4.22,1.28,9.0,1.08,2.0,1.75,5.5,1.14,3.75,1.25,2.75,1.4,1.8,1.33,1.22,https://www.oddsportal.com/football/italy/serie-a-2023-2024/monza-juventus-EXHeCNVs/
02/12/2024,Italy,Serie A,Torino,Napoli,0,1,0,1,5.5,3.6,1.67,6.0,2.0,2.37,5.5,2.3,2.0,1.11,7.5,1.48,2.83,2.49,1.6,4.8,1.2,10.0,1.06,2.25,1.57,6.5,1.11,4.33,1.2,4.0,1.22,2.15,1.29,1.14,https://www.oddsportal.com/football/italy/serie-a-2024-2025/torino-napoli-fg2lLY1s/
02/12/2024,Italy,Serie A,Lecce,Juventus,1,1,0,0,6.5,3.5,1.62,7.0,1.95,2.3,6.0,2.3,1.95,1.12,7.5,1.55,2.63,2.63,1.54,5.18,1.18,11.0,1.06,2.5,1.5,8.0,1.08,5.0,1.17,4.33,1.2,2.25,1.29,1.11,https://www.oddsportal.com/football/italy/serie-a-2024-2025/lecce-juventus-jaKM6Znl/
02/12/2024,Italy,Serie A,Parma,Lazio,3,1,1,0,4.75,3.8,1.73,4.75,2.3,2.3,4.33,2.63,2.0,1.04,13.6,1.24,4.54,2.58,1.61,2.86,1.48,5.18,1.18,1.7,2.05,4.33,1.2,3.0,1.36,3.4,1.3,2.05,1.25,1.18,https://www.oddsportal.com/football/italy/serie-a-2024-2025/parma-lazio-rFYV2inD/
02/12/2025,Italy,Serie A,Bologna,Cremonese,1,3,1,2,1.53,4.0,6.5,2.05,2.3,6.5,1.83,2.6,5.5,1.05,12.0,2.96,1.51,1.92,2.02,3.32,1.39,6.25,1.14,1.95,1.8,5.5,1.14,3.75,1.25,1.17,5.0,1.11,1.22,2.38,https://www.oddsportal.com/football/italy/serie-a/bologna-cremonese-hULy28Kl/
03 Mar 2026,Italy,Serie A,Udinese,Fiorentina,3,0,1,0,3.10,3.20,2.40,3.60,2.10,3.10,3.20,2.30,2.75,1.07,9.80,1.37,3.27,2.52,1.60,4.00,1.28,8.00,1.09,1.80,1.95,5.00,1.17,3.50,1.29,,,1.53,1.36,1.36,https://www.oddsportal.com/football/italy/serie-a/udinese-fiorentina-8OEoZ4fE/
03 Mar 2026,Italy,Serie A,Pisa,Bologna,0,1,0,0,4.00,3.40,1.95,4.75,2.05,2.63,4.00,2.30,2.30,1.08,8.80,2.70,1.50,2.35,1.70,4.40,1.23,9.50,1.07,2.00,1.75,5.50,1.14,4.00,1.22,,,1.83,1.29,1.22,https://www.oddsportal.com/football/italy/serie-a/pisa-bologna-Qy7EzcEL/
03/01/2021,Italy,Serie A,Inter,Crotone,6,2,2,2,1.16,7.5,15.0,1.5,3.1,10.0,1.33,3.75,11.0,1.02,29.0,2.85,1.53,1.4,3.23,2.12,1.92,3.54,1.37,2.0,1.75,4.5,1.18,3.5,1.28,1.04,13.0,1.03,1.1,5.0,https://www.oddsportal.com/football/italy/serie-a-2020-2021/inter-crotone-UuYnVvH2/
03/01/2026,Italy,Serie A,Cagliari,AC Milan,0,1,0,0,6.0,3.9,1.57,6.5,2.2,2.1,5.5,2.4,1.91,1.07,9.57,1.38,3.41,2.51,1.62,4.0,1.28,8.25,1.09,2.2,1.62,6.0,1.13,4.33,1.2,4.5,1.18,2.3,1.25,1.13,https://www.oddsportal.com/football/italy/serie-a/cagliari-ac-milan-hKQvL2qH/
03/01/2026,Italy,Serie A,Como,Udinese,1,0,1,0,1.75,3.6,4.75,2.38,2.1,5.5,2.1,2.38,4.5,1.07,9.47,1.38,3.37,2.15,1.8,4.0,1.31,8.25,1.11,2.0,1.75,5.5,1.14,4.0,1.22,1.29,3.5,1.18,1.29,2.0,https://www.oddsportal.com/football/italy/serie-a/como-udinese-C8wD2fTk/
03/02/2007,Italy,Serie A,Catania,Palermo,1,2,0,0,2.87,2.87,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.oddsportal.com/football/italy/serie-a-2006-2007/catania-palermo-Gj8cas9O/
03/02/2009,Italy,Serie A,Bologna,Fiorentina,1,3,0,2,3.4,3.1,2.25,4.0,2.0,3.0,,,,,,,,2.1,1.7,,,,,,,,,,,,,1.57,1.33,1.29,https://www.oddsportal.com/football/italy/serie-a-2008-2009/bologna-fiorentina-2kY4u1uQ/
03/02/2012,Italy,Serie A,Novara,Chievo,1,2,0,1,2.5,3.1,2.9,3.25,2.0,3.6,2.75,2.25,3.2,1.1,7.0,1.44,2.75,2.4,1.64,4.5,1.2,11.0,1.05,,,,,,,1.73,2.0,1.38,1.33,1.5,https://www.oddsportal.com/football/italy/serie-a-2011-2012/novara-chievo-Yowt0vYN/
03/02/2013,Italy,Serie A,Chievo,Juventus,1,2,0,2,6.0,3.8,1.57,6.5,2.2,2.2,5.0,2.5,1.95,1.06,10.0,1.36,3.0,2.15,1.8,3.75,1.27,8.0,1.09,,,,,,,4.0,1.22,2.4,1.29,1.13,https://www.oddsportal.com/football/italy/serie-a-2012-2013/chievo-juventus-Eq8sL8FH/
03/02/2013,Italy,Serie A,Torino,Sampdoria,0,0,0,0,2.04,3.2,3.8,2.88,2.04,4.33,2.5,2.25,3.75,1.08,8.0,1.4,2.85,2.25,1.62,4.33,1.2,10.0,1.06,,,,,,,1.5,2.5,1.29,1.38,1.8,https://www.oddsportal.com/football/italy/serie-a-2012-2013/torino-sampdoria-AimIE6ho/
03/02/2013,Italy,Serie A,Napoli,Catania,2,0,2,0,1.4,4.5,8.0,1.91,2.5,6.5,1.73,2.75,5.5,1.03,15.0,1.2,4.33,1.73,2.2,2.75,1.44,5.0,1.17,,,,,,,1.12,6.0,1.09,1.2,3.0,https://www.oddsportal.com/football/italy/serie-a-2012-2013/napoli-catania-6J4ZMUp5/
03/02/2014,Italy,Serie A,Juventus,Inter,3,1,1,0,1.36,4.6,8.5,1.73,2.6,8.5,1.67,2.88,6.0,1.03,16.0,1.2,4.7,1.63,2.25,2.65,1.5,4.8,1.19,1.91,1.8,4.7,1.14,3.75,1.2,1.11,6.5,1.08,1.2,3.25,https://www.oddsportal.com/football/italy/serie-a-2013-2014/juventus-inter-MepA2fg1/
03/02/2014,Italy,Serie A,Sassuolo,Verona,1,2,0,0,2.25,3.3,3.2,2.88,2.25,3.6,2.5,2.5,3.25,1.05,11.0,1.29,3.9,1.95,1.95,3.25,1.33,6.5,1.13,1.73,2.0,,,,,1.57,2.25,1.38,1.35,1.67,https://www.oddsportal.com/football/italy/serie-a-2013-2014/sassuolo-verona-vXf53zve/
03/02/2014,Italy,Serie A,Chievo,Lazio,0,2,0,1,3.0,3.0,2.5,4.0,1.95,3.25,3.25,2.2,2.88,1.11,6.5,1.53,2.5,2.7,1.46,5.5,1.15,13.0,1.06,2.2,1.62,,,,,2.1,1.67,1.55,1.4,1.4,https://www.oddsportal.com/football/italy/serie-a-2013-2014/chievo-lazio-zalE1E87/
03/02/2014,Italy,Serie A,Atalanta,Napoli,3,0,0,0,4.33,3.25,1.91,4.33,2.25,2.5,3.75,2.5,2.25,1.05,11.0,1.26,3.9,1.95,1.97,3.25,1.33,6.5,1.14,1.73,2.0,,,,,3.0,1.36,1.91,1.36,1.22,https://www.oddsportal.com/football/italy/serie-a-2013-2014/atalanta-napoli-Shy0PH0E/
03/02/2014,Italy,Serie A,Catania,Livorno,3,3,0,0,1.85,3.3,4.5,2.4,2.1,5.0,2.2,2.38,4.33,1.07,9.0,1.36,3.2,2.15,1.72,3.9,1.25,8.0,1.08,1.91,1.8,,,,,1.3,3.4,1.2,1.35,1.95,https://www.oddsportal.com/football/italy/serie-a-2013-2014/catania-livorno-l2xdQco8/
03/02/2016,Italy,Serie A,Sassuolo,AS Roma,0,2,0,1,2.9,3.25,2.45,3.4,2.1,3.2,3.1,2.3,2.75,1.09,10.5,2.48,1.58,2.25,1.78,4.2,1.27,9.0,1.08,1.95,1.8,,,,,2.0,1.73,1.57,1.35,1.42,https://www.oddsportal.com/football/italy/serie-a-2015-2016/sassuolo-as-roma-dfYWHabe/
03/02/2019,Italy,Serie A,Napoli,Sampdoria,3,0,2,0,1.28,5.5,11.0,1.72,2.5,8.5,1.5,3.0,8.5,1.04,16.0,1.26,5.35,1.7,2.56,2.86,1.6,5.0,1.21,2.1,1.66,4.3,1.21,3.32,1.32,1.06,10.0,1.06,1.16,3.75,https://www.oddsportal.com/football/italy/serie-a-2018-2019/napoli-sampdoria-lp98Cl7h/
03/02/2019,Italy,Serie A,Spal,Torino,0,0,0,0,3.4,2.87,2.45,4.0,1.95,3.25,3.25,2.2,2.75,1.11,7.8,1.44,2.96,2.5,1.6,4.8,1.22,11.0,1.07,2.0,1.75,5.8,1.13,4.2,1.22,2.1,1.66,1.57,1.4,1.34,https://www.oddsportal.com/football/italy/serie-a-2018-2019/spal-torino-pC2HASy5/
03/02/2019,Italy,Serie A,Juventus,Parma,3,3,1,0,1.18,7.0,17.0,1.57,2.87,11.0,1.57,2.87,11.0,,,,,,,,,,,1.03,21.0,2.2,1.61,6.55,1.1,5.0,1.17,,,,https://www.oddsportal.com/football/italy/serie-a-2018-2019/juventus-parma-fN94DUin/
03/02/2019,Italy,Serie A,Empoli,Chievo,2,2,1,2,1.83,3.6,4.5,2.4,2.2,4.5,2.1,2.5,4.0,1.06,11.5,2.84,1.52,1.99,1.95,3.42,1.34,7.0,1.12,1.8,1.95,4.44,1.2,3.15,1.35,1.33,3.25,1.2,1.29,2.0,https://www.oddsportal.com/football/italy/serie-a-2018-2019/empoli-chievo-K8JgemxI/
03/02/2020,Italy,Serie A,Udinese,Inter,0,2,0,0,4.2,3.6,1.8,4.33,2.2,2.5,4.0,2.5,2.2,,,,,,,,,,,1.8,1.95,5.0,1.16,,,3.5,1.28,1.9,1.28,1.22,https://www.oddsportal.com/football/italy/serie-a-2019-2020/udinese-inter-AuTSwsfK/
03/02/2020,Italy,Serie A,Atalanta,Genoa,2,2,2,2,1.22,6.5,12.0,1.57,2.87,9.0,1.4,3.6,8.5,1.02,29.0,2.7,1.56,1.41,3.16,2.13,1.82,3.55,1.36,1.8,1.95,4.5,1.18,3.25,1.33,1.05,11.0,1.05,1.11,4.0,https://www.oddsportal.com/football/italy/serie-a-2019-2020/atalanta-genoa-rZzsGw2D/
03/02/2020,Italy,Serie A,Lecce,Torino,4,0,2,0,3.0,3.5,2.3,3.4,2.3,2.87,3.0,2.6,2.6,,,,,,,,,,,1.04,13.5,4.0,1.22,2.75,1.4,2.1,1.66,1.57,1.28,1.36,https://www.oddsportal.com/football/italy/serie-a-2019-2020/lecce-torino-OhhCVI10/
03/02/2020,Italy,Serie A,AC Milan,Verona,1,1,1,1,1.72,3.8,4.75,2.3,2.3,4.75,2.05,2.6,4.33,1.05,11.5,1.29,3.94,2.59,1.55,3.21,1.39,6.3,1.14,1.8,1.95,4.5,1.18,3.4,1.3,1.3,3.4,1.18,1.25,2.0,https://www.oddsportal.com/football/italy/serie-a-2019-2020/ac-milan-verona-dxPOvNvE/
03/02/2020,Italy,Serie A,Lazio,Spal,5,1,4,0,1.22,6.25,13.0,1.66,2.75,8.5,1.4,3.4,9.5,1.02,29.0,3.21,1.52,1.53,2.76,2.32,1.73,3.9,1.31,1.95,1.8,4.5,1.16,3.5,1.28,1.04,13.0,1.03,1.12,4.0,https://www.oddsportal.com/football/italy/serie-a-2019-2020/lazio-spal-tU27Wbnf/
03/02/2024,Italy,Serie A,Lecce,Fiorentina,3,2,1,0,3.6,3.1,2.25,4.0,2.05,3.0,3.4,2.3,2.6,1.1,8.5,2.72,1.51,2.35,1.69,4.33,1.23,9.0,1.08,1.95,1.8,5.5,1.14,3.75,1.25,2.38,1.53,1.62,1.36,1.29,https://www.oddsportal.com/football/italy/serie-a-2023-2024/lecce-fiorentina-f7ROIvB4/
03/02/2025,Italy,Serie A,Fiorentina,Genoa,2,1,2,0,1.9,3.5,4.1,2.5,2.2,4.5,2.2,2.5,4.0,1.06,10.0,2.81,1.5,2.02,1.93,3.47,1.34,7.06,1.12,1.8,1.95,5.0,1.17,3.4,1.3,1.36,3.0,1.22,1.29,1.91,https://www.oddsportal.com/football/italy/serie-a-2024-2025/fiorentina-genoa-Kp9rspas/
03/02/2025,Italy,Serie A,AS Roma,Napoli,1,1,0,1,3.4,3.3,2.2,4.0,2.05,2.88,3.4,2.38,2.5,1.08,9.47,1.4,3.58,2.59,1.64,4.0,1.31,8.0,1.11,1.91,1.91,5.5,1.14,3.5,1.29,2.38,1.53,1.67,1.33,1.3,https://www.oddsportal.com/football/italy/serie-a-2024-2025/as-roma-napoli-AwfSty5b/
03/02/2025,Italy,Serie A,AC Milan,Inter,1,1,1,0,4.33,3.5,1.85,4.33,2.25,2.5,3.75,2.6,2.2,1.05,11.6,1.28,4.21,1.91,2.1,3.12,1.43,6.0,1.15,1.7,2.05,4.5,1.18,3.25,1.33,3.0,1.36,1.91,1.29,1.2,https://www.oddsportal.com/football/italy/serie-a-2024-2025/ac-milan-inter-SGeaw2b6/
03/02/2026,Italy,Serie A,Udinese,AS Roma,1,0,0,0,4.33,3.2,1.95,5.0,1.95,2.75,4.33,2.2,2.38,1.11,7.4,1.55,2.79,2.63,1.59,5.06,1.22,11.0,1.06,2.2,1.62,6.5,1.11,4.33,1.2,3.0,1.36,1.8,1.36,1.2,https://www.oddsportal.com/football/italy/serie-a/udinese-as-roma-roesNqqT/
03/03/2013,Italy,Serie A,AC Milan,Lazio,3,0,2,0,1.57,3.8,6.0,2.2,2.2,6.0,1.95,2.5,5.0,1.06,10.0,1.33,3.35,2.04,1.81,3.75,1.3,8.0,1.11,,,,,,,1.22,4.0,1.13,1.29,2.4,https://www.oddsportal.com/football/italy/serie-a-2012-2013/ac-milan-lazio-tGZ0Ui46/
03/03/2013,Italy,Serie A,Torino,Palermo,0,0,0,0,1.95,3.2,4.2,2.63,2.1,4.33,2.38,2.38,3.75,1.07,9.0,1.36,3.25,2.22,1.67,4.09,1.25,8.0,1.08,,,,,,,1.4,2.75,1.25,1.38,1.85,https://www.oddsportal.com/football/italy/serie-a-2012-2013/torino-palermo-biU5TBJC/
03/03/2014,Italy,Serie A,Sassuolo,Parma,0,1,0,1,3.75,3.3,2.0,4.0,2.2,2.75,3.5,2.5,2.38,1.06,10.0,1.29,3.5,2.0,1.83,3.5,1.3,7.0,1.11,1.73,2.0,,,,,2.63,1.44,1.83,1.35,1.29,https://www.oddsportal.com/football/italy/serie-a-2013-2014/sassuolo-parma-fN77etsA/
03/03/2014,Italy,Serie A,Verona,Bologna,0,0,0,0,2.0,3.4,3.75,2.63,2.1,4.33,2.3,2.4,3.75,1.06,10.0,1.33,3.6,2.05,1.83,3.7,1.3,8.0,1.12,1.83,1.83,,,,,1.44,2.63,1.29,1.33,1.83,https://www.oddsportal.com/football/italy/serie-a-2013-2014/verona-bologna-pjPqt1sN/
03/03/2014,Italy,Serie A,Genoa,Catania,2,0,1,0,2.1,3.25,3.6,2.88,2.05,4.33,2.4,2.38,3.6,1.08,9.0,1.36,3.05,2.35,1.7,4.0,1.23,9.0,1.09,2.0,1.73,,,,,1.5,2.5,1.29,1.36,1.75,https://www.oddsportal.com/football/italy/serie-a-2013-2014/genoa-catania-OtOmuLdT/
03/03/2014,Italy,Serie A,AC Milan,Juventus,0,2,0,1,3.6,3.2,2.1,3.75,2.25,2.75,3.5,2.4,2.4,1.06,10.0,1.3,3.55,2.0,1.83,3.4,1.3,7.0,1.12,1.73,2.0,4.4,1.16,,,2.5,1.5,1.75,1.38,1.29,https://www.oddsportal.com/football/italy/serie-a-2013-2014/ac-milan-juventus-K4Ffbrci/
03/03/2014,Italy,Serie A,Atalanta,Chievo,2,1,1,0,2.1,3.2,3.6,2.88,2.0,4.33,2.5,2.25,3.75,1.1,7.5,1.46,2.75,2.5,1.55,5.0,1.18,11.0,1.05,2.1,1.67,,,,,1.44,2.63,,,,https://www.oddsportal.com/football/italy/serie-a-2013-2014/atalanta-chievo-SAS8zu5p/
03/03/2014,Italy,Serie A,Fiorentina,Lazio,0,1,0,1,2.0,3.3,3.8,2.63,2.1,4.33,2.3,2.4,3.75,1.06,10.0,1.33,3.45,2.2,1.78,3.7,1.29,7.0,1.1,1.83,1.83,4.6,1.15,,,1.4,2.75,1.29,1.35,1.83,https://www.oddsportal.com/football/italy/serie-a-2013-2014/fiorentina-lazio-Y7Jbc2Cc/
03/03/2014,Italy,Serie A,Torino,Sampdoria,0,2,0,1,1.83,3.25,4.75,2.5,2.1,4.75,2.2,2.38,4.33,1.08,9.0,1.36,3.1,2.18,1.68,4.0,1.25,8.5,1.08,1.91,1.8,,,,,1.33,3.25,1.2,1.36,2.0,https://www.oddsportal.com/football/italy/serie-a-2013-2014/torino-sampdoria-OdCBf0dG/
03/03/2014,Italy,Serie A,Livorno,Napoli,1,1,1,1,4.75,3.75,1.7,4.75,2.3,2.3,4.33,2.6,2.05,1.05,12.5,1.25,4.2,1.8,2.06,3.0,1.4,6.0,1.16,1.73,2.0,4.2,1.17,3.25,1.27,3.4,1.3,2.2,1.29,1.2,https://www.oddsportal.com/football/italy/serie-a-2013-2014/livorno-napoli-GW83dMR3/
03/03/2015,Italy,Serie A,AS Roma,Juventus,1,1,0,0,2.8,3.2,2.63,3.6,1.95,3.4,3.1,2.2,3.0,1.1,8.8,1.58,2.42,2.56,1.63,5.25,1.19,11.0,1.08,2.1,1.67,,,,,1.91,1.8,1.5,1.36,1.44,https://www.oddsportal.com/football/italy/serie-a-2014-2015/as-roma-juventus-A3cn5g2O/
03/03/2019,Italy,Serie A,Empoli,Parma,3,3,1,2,2.0,3.5,3.8,2.62,2.2,4.33,2.3,2.5,3.6,1.06,11.5,1.52,2.6,2.13,1.9,3.45,1.33,7.0,1.11,1.8,1.95,4.6,1.17,3.3,1.26,1.44,2.62,1.28,1.3,1.83,https://www.oddsportal.com/football/italy/serie-a-2018-2019/empoli-parma-t0PpZNyK/
03/03/2019,Italy,Serie A,Lazio,AS Roma,3,0,1,0,2.3,3.5,3.1,2.87,2.3,3.4,2.5,2.62,3.0,1.04,16.0,1.2,4.84,1.66,2.37,2.65,1.56,5.0,1.22,1.53,2.37,3.75,1.24,2.7,1.4,1.61,2.2,1.38,1.3,1.61,https://www.oddsportal.com/football/italy/serie-a-2018-2019/lazio-as-roma-AZTlYsiQ/
03/03/2019,Italy,Serie A,Torino,Chievo,3,0,0,0,1.53,3.8,7.0,2.2,2.2,6.5,1.83,2.5,5.5,1.07,9.6,1.57,2.47,2.2,1.83,4.0,1.28,8.5,1.1,2.1,1.66,5.75,1.12,4.1,1.18,1.18,4.5,1.11,1.28,2.6,https://www.oddsportal.com/football/italy/serie-a-2018-2019/torino-chievo-CKclUDYf/
03/03/2019,Italy,Serie A,AC Milan,Sassuolo,1,0,1,0,1.55,4.0,6.5,2.1,2.25,6.0,1.83,2.6,5.0,1.05,13.0,1.28,4.02,1.9,2.05,3.2,1.41,6.25,1.14,1.95,1.8,4.7,1.17,3.4,1.24,1.2,4.33,1.12,1.25,2.5,https://www.oddsportal.com/football/italy/serie-a-2018-2019/ac-milan-sassuolo-f75LSLEm/
03/03/2021,Italy,Serie A,Juventus,Spezia,3,0,0,0,1.25,5.75,12.0,1.72,2.6,8.5,1.5,3.0,8.0,1.03,21.0,1.2,5.18,1.62,2.53,2.65,1.59,4.75,1.23,2.05,1.7,5.5,1.14,3.75,1.25,1.07,9.0,1.05,1.14,3.75,https://www.oddsportal.com/football/italy/serie-a-2020-2021/juventus-spezia-j99ow9XT/
03/03/2024,Italy,Serie A,Monza,AS Roma,1,4,0,2,3.6,3.4,2.05,4.0,2.1,2.75,3.6,2.4,2.38,1.07,10.46,2.8,1.54,2.05,1.97,3.5,1.35,7.0,1.12,1.8,1.95,5.0,1.17,3.4,1.3,2.5,1.5,1.73,1.3,1.29,https://www.oddsportal.com/football/italy/serie-a-2023-2024/monza-as-roma-WO0PZi3g/
03/03/2024,Italy,Serie A,Udinese,Salernitana,1,1,1,1,1.7,3.75,5.5,2.3,2.2,5.5,2.0,2.5,4.75,1.07,10.0,1.51,2.72,2.05,1.95,3.75,1.34,7.5,1.11,1.95,1.8,5.5,1.14,3.75,1.25,1.25,3.75,1.14,1.25,2.1,https://www.oddsportal.com/football/italy/serie-a-2023-2024/udinese-salernitana-Iu3yXkmC/
03/03/2024,Italy,Serie A,Torino,Fiorentina,0,0,0,0,2.5,3.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.oddsportal.com/football/italy/serie-a-2023-2024/torino-fiorentina-4xaXXVX5/
03/03/2024,Italy,Serie A,Verona,Sassuolo,1,0,0,0,2.3,3.4,3.0,3.0,2.2,3.5,2.6,2.5,3.1,1.05,11.3,2.72,1.56,1.96,2.0,3.4,1.35,6.5,1.13,1.7,2.05,4.5,1.18,3.25,1.33,1.67,2.1,1.36,1.3,1.57,https://www.oddsportal.com/football/italy/serie-a-2023-2024/verona-sassuolo-04htW92I/
03/03/2025,Italy,Serie A,AC Milan,Lazio,1,2,0,1,2.15,3.4,3.4,2.75,2.25,3.6,2.4,2.6,3.2,1.04,13.7,1.58,2.62,1.81,2.21,3.55,1.39,5.5,1.18,1.58,2.2,4.33,1.2,2.75,1.37,1.53,2.38,1.3,1.3,1.67,https://www.oddsportal.com/football/italy/serie-a-2024-2025/ac-milan-lazio-21CNOB2d/
03/03/2025,Italy,Serie A,Genoa,Empoli,1,1,0,1,1.9,3.2,4.5,2.63,2.05,4.75,2.25,2.3,4.33,1.1,8.2,2.76,1.5,2.38,1.66,4.48,1.25,9.5,1.08,2.0,1.72,6.0,1.13,3.75,1.25,1.33,3.25,1.18,1.36,1.91,https://www.oddsportal.com/football/italy/serie-a-2024-2025/genoa-empoli-xKSrWgAM/
03/03/2025,Italy,Serie A,Bologna,Cagliari,2,1,0,1,1.7,3.7,5.0,2.38,2.1,5.5,2.05,2.4,4.75,1.08,9.47,2.67,1.58,2.27,1.75,4.2,1.3,8.5,1.1,2.0,1.72,6.0,1.13,3.75,1.25,1.25,3.75,1.17,1.29,2.1,https://www.oddsportal.com/football/italy/serie-a-2024-2025/bologna-cagliari-8vySZyBc/
03/03/2025,Italy,Serie A,AS Roma,Como,2,1,0,1,1.95,3.5,4.0,2.63,2.1,4.5,2.25,2.4,4.0,1.07,9.47,1.38,3.37,2.52,1.62,3.94,1.31,8.05,1.1,1.95,1.8,5.5,1.14,3.75,1.25,1.4,2.75,1.22,1.29,1.8,https://www.oddsportal.com/football/italy/serie-a-2024-2025/as-roma-como-nknRrXgS/
03/04/2014,Italy,Serie A,AS Roma,Parma,4,2,2,1,1.44,4.33,7.0,2.1,2.05,8.5,1.73,2.75,5.5,1.04,12.5,1.26,3.7,1.86,1.95,3.2,1.34,6.0,1.12,1.83,1.83,5.4,1.11,4.2,1.17,1.17,5.0,1.11,1.22,2.8,https://www.oddsportal.com/football/italy/serie-a-2013-2014/as-roma-parma-6wHM7kVt/
03/04/2016,Italy,Serie A,Genoa,Frosinone,4,0,1,0,1.5,4.2,7.0,2.1,2.3,6.0,1.83,2.6,5.5,1.06,11.0,2.42,1.59,1.95,2.09,3.25,1.4,6.5,1.15,1.95,1.8,,,,,1.18,4.5,1.11,1.25,2.63,https://www.oddsportal.com/football/italy/serie-a-2015-2016/genoa-frosinone-MXiyUK9t/
03/04/2016,Italy,Serie A,Atalanta,AC Milan,2,1,1,1,3.4,3.3,2.2,4.0,2.05,3.0,3.4,2.3,2.6,1.09,9.1,2.64,1.52,2.31,1.73,4.2,1.25,9.0,1.08,1.95,1.8,,,,,2.25,1.57,1.7,1.34,1.33,https://www.oddsportal.com/football/italy/serie-a-2015-2016/atalanta-ac-milan-bJKECJv6/
03/04/2016,Italy,Serie A,Fiorentina,Sampdoria,1,1,1,1,1.6,4.0,5.75,2.2,2.3,5.0,1.95,2.6,4.75,1.05,12.0,2.62,1.5,1.85,2.14,3.52,1.29,6.0,1.14,1.8,1.95,,,,,1.25,3.75,1.17,1.25,2.38,https://www.oddsportal.com/football/italy/serie-a-2015-2016/fiorentina-sampdoria-Q5M6EuAg/
03/04/2016,Italy,Serie A,Lazio,AS Roma,1,4,0,1,3.75,3.4,2.0,4.0,2.1,2.75,3.6,2.4,2.38,1.08,10.5,1.38,3.64,2.07,1.9,3.75,1.32,8.0,1.11,1.91,1.91,,,,,2.63,1.44,1.83,1.33,1.29,https://www.oddsportal.com/football/italy/serie-a-2015-2016/lazio-as-roma-W8CR9HOO/
03/04/2016,Italy,Serie A,Udinese,Napoli,3,1,2,1,6.5,4.33,1.5,5.5,2.38,2.1,5.5,2.75,1.8,1.05,13.5,1.56,2.53,2.58,1.52,2.9,1.42,5.5,1.16,1.8,1.95,,,,,4.5,1.18,2.63,1.22,1.13,https://www.oddsportal.com/football/italy/serie-a-2015-2016/udinese-napoli-AgOIBwfC/
03/04/2016,Italy,Serie A,Carpi,Sassuolo,1,3,1,2,3.0,3.2,2.4,3.75,2.0,3.2,3.25,2.25,2.75,1.11,7.5,1.57,2.45,2.55,1.62,5.2,1.2,12.0,1.05,2.05,1.7,,,,,2.1,1.67,1.57,1.36,1.4,https://www.oddsportal.com/football/italy/serie-a-2015-2016/carpi-sassuolo-hIDNAc9I/
03/04/2016,Italy,Serie A,Chievo,Palermo,3,1,1,1,2.2,3.4,3.4,3.0,2.05,3.75,2.6,2.3,3.4,1.08,9.5,1.43,3.15,2.53,1.56,4.0,1.26,9.0,1.09,1.95,1.8,,,,,1.57,2.25,1.33,1.33,1.7,https://www.oddsportal.com/football/italy/serie-a-2015-2016/chievo-palermo-8UR1FLfm/
03/04/2016,Italy,Serie A,Juventus,Empoli,1,0,1,0,1.3,5.0,12.0,1.73,2.5,9.0,1.62,2.75,8.0,1.06,13.5,2.6,1.52,1.93,2.03,3.26,1.35,6.5,1.14,2.38,1.53,,,,,1.07,9.0,1.06,1.18,3.5,https://www.oddsportal.com/football/italy/serie-a-2015-2016/juventus-empoli-KO59Y01P/
03/04/2017,Italy,Serie A,Napoli,Juventus,1,1,0,1,2.6,3.2,2.75,3.2,2.1,3.25,2.88,2.4,2.88,1.08,11.0,1.33,3.96,2.05,1.93,3.65,1.33,7.5,1.1,1.75,2.0,4.7,1.17,3.35,1.27,1.83,1.83,1.45,1.36,1.53,https://www.oddsportal.com/football/italy/serie-a-2016-2017/napoli-juventus-pbVWmSC4/
03/04/2019,Italy,Serie A,Cagliari,Juventus,0,2,0,1,5.5,3.5,1.7,6.0,2.05,2.37,5.0,2.3,2.05,1.1,9.0,1.44,3.1,2.44,1.67,4.55,1.23,10.0,1.08,2.2,1.61,5.5,1.13,4.0,1.2,4.0,1.22,2.25,1.33,1.14,https://www.oddsportal.com/football/italy/serie-a-2018-2019/cagliari-juventus-fsI3q5ed/
